Programa,Año aprobación,Sector económico,Tipo de persona beneficiada,País procedencia emprendimiento,Region procedencia emprendimiento,Región,Monto financiamiento aprobado,Número de integrantes,Género del integrante 1 del equipo,Nacionalidad integrante 1 del equipo,Rol integrante 1,Área educación superior integrante 1,Experiencia laboral integrante 1,Emprendimientos previos del integrante 1,Género del integrante 2 del equipo,Nacionalidad integrante 2 del equipo,Rol integrante 2,Área educación superior integrante 2,Experiencia laboral integrante 2,Emprendimientos previos del integrante 2,Género del integrante 3 del equipo,Nacionalidad integrante 3 del equipo,Rol integrante 3,Área educación superior integrante 3,Experiencia laboral integrante 3,Emprendimientos previos del integrante 3,Incorporado,Alcance del proyecto,País inicial de ejecución,Tipo de producto,Grado de innovación,Tipo de clientes,Canal adquisición nuevos clientes y/o usuarios,Canal adquisición ... - A través de entidades que reúnen a clientes potenciales,Canal adquisición ... - Eventos y/o participación en ferias,Canal adquisición ... - Marketing de contenidos,Canal adquisición ... - Publicidad online pagada,Canal adquisición ... - Redes sociales,Canal adquisición ... - Otros,Canales de venta existentes,Canales de venta ... - Venta directa (Vendedores),Canales de venta ... - Venta por internet,Canales de venta ... - Distribuidores,Canales de venta ... - Canales de empresa madre (Filial),Canales de venta ... - Representante de ventas,Canales de venta ... - Oficinas comerciales propias,Canales de venta ... - Otro,Mentor o consultor,Protección del producto o servicio a través de la obtención de patentes,Etapa de desarrollo del proyecto,Emprendimiento operativo 2015,Emprendimiento operativo 2016,Año cese de actividades 2016,Emprendimiento operativo 2017,Año cese de actividades 2017,Razón del cese de operaciones 2017,Razón el emprendimiento cerró 2017,Emprendimiento operativo 2018,Año cese de actividades 2018,Razón del cese de operaciones 2018,Razón el emprendimiento cerró 2018,El emprendimiento fue vendido o fusionado 2017,Año en que fue vendido o fusionado el emprendimiento 2017,El emprendimiento fue vendido o fusionado 2018,Año en que fue vendido o fusionado el emprendimiento 2018,Ventas nacionales por tramos 2015,Ventas nacionales por tramos 2016,Ventas nacionales por tramos 2017,Ventas nacionales acumuladas por tramos hasta 2015,Ventas nacionales acumuladas por tramos hasta 2016,Ventas nacionales acumuladas por tramos hasta 2017,Exportaciones por tramos 2015,Exportaciones acumuladas por tramos hasta 2015,Ventas extranjero por tramos 2016,Ventas extranjero por tramos 2017,Ventas acumuladas extranjero por tramos hasta 2016,Ventas acumuladas extranjero por tramos hasta 2017,Capital privado nacional por tramos hasta 2015,Capital privado nacional por tramos hasta 2016,Capital privado nacional por tramos hasta 2017,Capital privado extranjero por tramos hasta 2015,Capital privado extranjero por tramos hasta 2016,Capital privado extranjero por tramos hasta 2017,Empleados por tramos 2015,Empleados por tramos 2016,Empleados part time por tramos 2016,Empleados por tramos 2017,Empleados por tramos 2018,Empleados part time por tramos 2017,Empleados part time por tramos 2018,Continentes donde vende 2017,Continentes donde vende 2018,Países donde venden 2017,Número de países donde vende 2017,Países donde venden 2018,Número de países donde vende 2018,Sobrevivencia 2017,Sobrevivencia 2018
Capital Semilla,2004,No definido,Persona jurídica,Chile,Región de los Lagos,Región de los Lagos,34954200,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Global,,Servicio,,,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,,Sí,,,,No,,No,,$500.000.001 - $800.000.000,$800.000.001 - $1.200.000.000,$500.000.001 - $800.000.000,$2.500.000.001 - $5.000.000.000,$2.500.000.001 - $5.000.000.000,$2.500.000.001 - $5.000.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$1 - $5.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,0,0,1-$50.000.000,0,0,0,,11-20,,11-20,11-20,0,0,Latinoamérica,"Europa, Latinoamérica","Chile,Colombia,Perú",3,"Chile,Colombia,Países Nórdicos,Perú",4,Sí,Sí
Capital Semilla,2004,No definido,Persona natural,Chile,Región de los Lagos,Región de los Lagos,10000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,34020000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,34978000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Nacional,,Hardware,,,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,,,,,,No,,,,,$500.000.001 - $800.000.000,$20.000.001 - $50.000.000,,$1 - $5.000.000,,,,,,,,,0,,,0,,,,,Más de 150,,4-10,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2004,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,26000000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,$150.000.001 - $300.000.000,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2004,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,26000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,No,,,,,$300.000.001 - $500.000.000,$100.000.001 - $150.000.000,$2.500.000.001 - $5.000.000.000,Más de $5.000.000.000,,,$2.500.000.001 - $5.000.000.000,0,,0,,,Más de 1.000.000.000,,,0,,,,,11-20,,0,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,34890696,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,34999402,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Regional,,Servicio,,,,,,,,,,,,,,,,,,,,,,No,2015,No,2006,El emprendimiento fue vendido o fusionado con otra empresa,,,,,,Sí,,,,$100.000.001 - $150.000.000,,,$300.000.001 - $500.000.000,0,,$1 - $5.000.000,$1 - $5.000.000,0,,,,1-$50.000.000,0,,0,0,,,21-30,,,,,,,,,0,,0,No,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,34734202,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,34937202,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2004,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,34920814,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,34934969,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,26057612,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,35000000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,25579400,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,34927202,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,34982000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de la Araucanía,Región de la Araucanía,32000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sí,Sin información
Capital Semilla,2005,No definido,Persona jurídica,Chile,Región de la Araucanía,Región de la Araucanía,34999000,,,,,,,,,,,,,,,,,,,,,Nacional,,Hardware,,,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,,,,,,No,,,,$50.000.001 - $100.000.000,$20.000.001 - $50.000.000,$100.000.001 - $150.000.000,$300.000.001 - $500.000.000,$300.000.001 - $500.000.000,,$1 - $5.000.000,$1 - $5.000.000,$1 - $5.000.000,,$1 - $5.000.000,,0,0,,0,0,,,1-3,,1-3,,0,,Latinoamérica,Latinoamérica,"Chile,Argentina,Colombia,México",4,Chile,1,Sí,Sí
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,30200000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Aysén del General Carlos Ibáñez del Campo,Región de Aysén del General Carlos Ibáñez del Campo,34918333,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,34500000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Latinoamérica,,Hardware,,,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,,Sí,,,,No,,No,,$500.000.001 - $800.000.000,$300.000.001 - $500.000.000,$150.000.001 - $300.000.000,Más de $5.000.000.000,Más de $5.000.000.000,$2.500.000.001 - $5.000.000.000,$20.000.001 - $50.000.000,$150.000.001 - $300.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$100.000.001 - $150.000.000,$150.000.001 - $300.000.000,0,0,0,$200.000.001 - $400.000.000,$600.000.001 - $800.000.000,$400.000.001 - $600.000.000,,11-20,,4-10,4-10,1-3,1-3,Latinoamérica,Latinoamérica,"Chile,Colombia,Perú",3,"Chile,Argentina,Colombia,Ecuador,México,Panamá,Perú",7,Sí,Sí
Capital Semilla,2005,No definido,Persona jurídica,Chile,Región de los Lagos,Región de los Lagos,34984563,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,28000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Nacional,,Producto físico,,,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,,Sí,,,,No,,No,,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,$5.000.001 - $20.000.000,$50.000.001 - $100.000.000,$50.000.001 - $100.000.000,$1 - $5.000.000,$1 - $5.000.000,0,0,0,0,0,0,0,0,0,0,,1-3,,0,0,0,0,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Coquimbo,Región de Coquimbo,28990000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,30000000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,3000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,34995000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2012,Cerró el emprendimento,El negocio no generó ingresos suficientes,,,,,No,,,,,,,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,,,0,0,,0,,,0,,,0,,,,,,,,,,,,0,,0,No,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,34998505,1,Hombre,Chile,,Tecnología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$150.000.001 - $300.000.000,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de los Lagos,Región de los Lagos,22000000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región de los Lagos,Región de los Lagos,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,35000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,$150.000.001 - $300.000.000,,,,0,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2005,Otros,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,7200000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,35000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,26000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Perfiles Capital Semilla,2005,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Perfiles Capital Semilla,2005,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,No,,,,,$150.000.001 - $300.000.000,$100.000.001 - $150.000.000,$50.000.001 - $100.000.000,$2.500.000.001 - $5.000.000.000,,,,$20.000.001 - $50.000.000,,$20.000.001 - $50.000.000,,,0,,,0,,,,,4-10,,0,,Latinoamérica,Latinoamérica,"Chile,Colombia",2,Chile,1,Sí,Sí
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,Global,,Software,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,Sí,,,,,,No,,$300.000.001 - $500.000.000,,$100.000.001 - $150.000.000,$800.000.001 - $1.200.000.000,,$800.000.001 - $1.200.000.000,$5.000.001 - $20.000.000,$20.000.001 - $50.000.000,,$5.000.001 - $20.000.000,,$20.000.001 - $50.000.000,$100.000.001 - $200.000.000,,$50.000.001 - $100.000.000,1 - $100.000.000,,0,,4-10,,,1-3,,4-10,,"Europa, Latinoamérica",,0,"Chile,Colombia,España,Perú,Suiza",5,Sin información,Sí
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,No,,,,$1 - $5.000.000,,,$20.000.001 - $50.000.000,,,,$1 - $5.000.000,,$5.000.001 - $20.000.000,,,0,,,0,,,,,0,,1-3,,"Latinoamérica, Europa",,0,"Chile,Alemania",2,Sin información,Sí
Perfiles Capital Semilla,2005,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,6000000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Perfiles Capital Semilla,2005,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Perfiles Capital Semilla,2005,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región del Maule,Región del Maule,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Perfiles Capital Semilla,2005,Pesca y acuicultura,Persona jurídica,Chile,Región de Valparaíso,Región de Valparaíso,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,No,,,,,$300.000.001 - $500.000.000,$300.000.001 - $500.000.000,,,,,,$300.000.001 - $500.000.000,,$500.000.001 - $800.000.000,,,0,,,0,,,,,1-3,,4-10,,"Latinoamérica, Asia",Latinoamérica,"Chile,China",2,Chile,1,Sí,Sí
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Perfiles Capital Semilla,2005,No definido,Persona natural,Chile,Región Metropolitana,Región Metropolitana,6000000,1,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2006,El emprendimiento se encuentra en stand-by por ahora,,,,,,No,,,,,,,,$1 - $5.000.000,,,,0,,0,,,1-$50.000.000,,,0,,,,,,,,,,,,0,,0,No,Sin información
Capital Semilla,2006,"Frutícola, vitivinícola y hortofrutícola",Persona natural,Chile,Región Metropolitana,Región Metropolitana,35000000,,Hombre,Chile,,,,,,,,,,,,,,,,,,Nacional,,Hardware,,,,,,,,,,,,,,,,,,,,,,Sí,,Sí,,,,Sí,,,,No,,No,,0,0,$1 - $5.000.000,0,$20.000.001 - $50.000.000,$20.000.001 - $50.000.000,0,0,0,0,0,0,1-$50.000.000,0,0,0,0,0,,0,,0,0,0,0,,Latinoamérica,,0,Chile,1,Sí,Sí
Capital Semilla,2006,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,40000000,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$800.000.001 - $1.200.000.000,$800.000.001 - $1.200.000.000,,,,,,,,,,,,,,,,,,,,,,,Latinoamérica,Latinoamérica,Chile,1,Chile,1,Sí,Sí
Capital Semilla,2006,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,40000000,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2006,Informática y tecnologías de la información,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,40000000,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2006,No definido,Persona natural,Chile,Región del Biobío,Región del Biobío,40000000,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$150.000.001 - $300.000.000,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2006,No definido,Persona natural,Chile,Región de Valparaíso,Región de Valparaíso,39996200,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Sin información,Sin información
Capital Semilla,2006,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,33500000,,Mujer,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2006,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,40000000,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2006,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,40000000,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,No,,,,,$150.000.001 - $300.000.000,$100.000.001 - $150.000.000,$50.000.001 - $100.000.000,$2.500.000.001 - $5.000.000.000,,,,$20.000.001 - $50.000.000,,$20.000.001 - $50.000.000,,,0,,,0,,,,,4-10,,0,,Latinoamérica,Latinoamérica,"Chile,Colombia",2,Chile,1,Sí,Sí
Capital Semilla,2006,Pesca y acuicultura,Persona jurídica,Chile,Región de Valparaíso,Región de Valparaíso,40000000,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,No,,,,,$300.000.001 - $500.000.000,$300.000.001 - $500.000.000,,,,,,$300.000.001 - $500.000.000,,$500.000.001 - $800.000.000,,,0,,,0,,,,,1-3,,4-10,,"Latinoamérica, Asia",Latinoamérica,"Chile,China",2,Chile,1,Sí,Sí
Capital Semilla,2006,No definido,Persona jurídica,Chile,Región de Tarapacá,Región de Tarapacá,33000000,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
Capital Semilla,2006,No definido,Persona jurídica,Chile,Región Metropolitana,Región Metropolitana,39889980,,Hombre,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,No,No
